;name;format;height;width;height_to_width;ncol;aircraft_manufacturer;aircraft_type
86;Air_Asia_Airbus_320_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
87;Air_Asia_Airbus_320_2.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
88;Air_Asia_Airbus_320_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
89;Air_Asia_Airbus_320_4.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
90;Air_Canada_AC_Boeing_737_MAX_8_0.jpg;jpg;720;960;0.75;3;Boeing;737
91;Air_Canada_Airbus_A319_0.jpg;jpg;720;960;0.75;3;Airbus;A319
92;Air_Canada_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319
93;Air_Canada_Airbus_A319_2.jpg;jpg;720;960;0.75;3;Airbus;A319
94;Air_Canada_Airbus_A319_3.jpg;jpg;720;720;1.0;3;Airbus;A319
95;Air_Canada_Airbus_A319_4.jpg;jpg;720;960;0.75;3;Airbus;A319
96;Air_Canada_Airbus_A320_B_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
97;Air_Canada_Airbus_A320_B_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
98;Air_Canada_Airbus_A320_B_2.jpg;jpg;720;960;0.75;3;Airbus;A320
99;Air_Canada_Airbus_A320_B_3.jpg;jpg;720;720;1.0;3;Airbus;A320
100;Air_Canada_Airbus_A320_B_4.jpg;jpg;720;720;1.0;3;Airbus;A320
101;Air_Canada_Airbus_A321_C_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321
102;Air_Canada_Airbus_A321_C_1.jpg;jpg;720;960;0.75;3;Airbus;A321
103;Air_Canada_Airbus_A321_D_0.jpg;jpg;720;960;0.75;3;Airbus;A321
104;Air_Canada_Airbus_A330_C_0.jpg;jpg;720;960;0.75;3;Airbus;A330
105;Air_Canada_Beech_1900D_0.jpg;jpg;720;720;1.0;3;Other;
106;Air_Canada_Beech_1900D_1.jpg;jpg;720;720;1.0;3;Other;
107;Air_Canada_Beech_1900D_2.jpg;jpg;720;540;1.3333333333333333;3;Other;
108;Air_Canada_Beech_1900D_3.jpg;jpg;720;540;1.3333333333333333;3;Other;
109;Air_Canada_Beech_1900D_4.jpg;jpg;720;960;0.75;3;Other;
110;Air_Canada_Boeing_767-300ER_v2_0.jpg;jpg;720;960;0.75;3;Boeing;767
111;Air_Canada_Boeing_767-300ER_v2_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
112;Air_Canada_Boeing_767-300ER_v2_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
113;Air_Canada_Boeing_767-300ER_v2_3.jpg;jpg;720;960;0.75;3;Boeing;767
114;Air_Canada_Boeing_767-300ER_v2_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
115;Air_Canada_Boeing_777-200LR_77L_v3_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
116;Air_Canada_Boeing_777-200LR_77L_v3_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
117;Air_Canada_Boeing_777-200LR_77L_v3_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
118;Air_Canada_Boeing_777-300ER_Three_Class_v3_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
119;Air_Canada_Boeing_777-300ER_Three_Class_v3_1.jpg;jpg;720;960;0.75;3;Boeing;777
120;Air_Canada_Boeing_777-300ER_Three_Class_v4_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
121;Air_Canada_Boeing_777-300ER_Three_Class_v4_1.jpg;jpg;720;960;0.75;3;Boeing;777
122;Air_Canada_Boeing_777-300ER_Three_Class_v4_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
123;Air_Canada_Boeing_777-300ER_Three_Class_v4_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
124;Air_Canada_Boeing_787-8_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
125;Air_Canada_Boeing_787-8_1.jpg;jpg;540;960;0.5625;3;Boeing;787
126;Air_Canada_Boeing_787-8_2.jpg;jpg;720;960;0.75;3;Boeing;787
127;Air_Canada_Boeing_787-8_3.jpg;jpg;364;960;0.37916666666666665;3;Boeing;787
128;Air_Canada_Boeing_787-8_4.jpg;jpg;720;960;0.75;3;Boeing;787
129;Air_Canada_Boeing_787-900_0.jpg;jpg;720;960;0.75;3;Boeing;787
130;Air_Canada_Boeing_787-900_1.jpg;jpg;720;960;0.75;3;Boeing;787
131;Air_Canada_Boeing_787-900_2.jpg;jpg;720;960;0.75;3;Boeing;787
132;Air_Canada_Boeing_787-900_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
133;Air_Canada_Boeing_787-900_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
134;Air_Canada_Canadair_CRJ_0.jpg;jpg;720;720;1.0;3;Other;
135;Air_Canada_Canadair_CRJ_1.jpg;jpg;720;720;1.0;3;Other;
136;Air_Canada_Canadair_CRJ_2.jpg;jpg;720;720;1.0;3;Other;
137;Air_Canada_Canadair_CRJ_3.jpg;jpg;720;722;0.997229916897507;3;Other;
138;Air_Canada_Canadair_CRJ_4.jpg;jpg;720;720;1.0;3;Other;
139;Air_Canada_Canadair_CRJ_705_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
140;Air_Canada_Canadair_CRJ_705_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
141;Air_Canada_Canadair_CRJ_705_2.jpg;jpg;720;540;1.3333333333333333;3;Other;
142;Air_Canada_Canadair_CRJ_705_3.jpg;jpg;638;960;0.6645833333333333;3;Other;
143;Air_Canada_Canadair_CRJ_705_4.jpg;jpg;640;960;0.6666666666666666;3;Other;
144;Air_Canada_CRJ_900_0.jpg;jpg;720;960;0.75;3;Other;
145;Air_Canada_CRJ_900_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
146;Air_Canada_Dash_81_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
147;Air_Canada_Dash_81_1.jpg;jpg;653;960;0.6802083333333333;3;Other;
148;Air_Canada_Dash_81_2.jpg;jpg;720;960;0.75;3;Other;
149;Air_Canada_Dash_83_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
150;Air_Canada_Dash_83_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
151;Air_Canada_Dash_83_2.jpg;jpg;720;960;0.75;3;Other;
152;Air_Canada_Embraer_175_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
153;Air_Canada_Embraer_175_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
154;Air_Canada_Embraer_175_2.jpg;jpg;720;540;1.3333333333333333;3;Other;
155;Air_Canada_Embraer_175_3.jpg;jpg;720;540;1.3333333333333333;3;Other;
156;Air_Canada_Embraer_175_4.jpg;jpg;720;540;1.3333333333333333;3;Other;
157;Air_Canada_Embraer_190_0.jpg;jpg;720;718;1.0027855153203342;3;Other;
158;Air_Canada_Embraer_190_1.jpg;jpg;720;720;1.0;3;Other;
159;Air_Canada_Embraer_190_2.jpg;jpg;720;718;1.0027855153203342;3;Other;
160;Air_Canada_Embraer_190_3.jpg;jpg;720;720;1.0;3;Other;
161;Air_Canada_Embraer_190_4.jpg;jpg;720;720;1.0;3;Other;
162;Air_Canada_Q400_B_0.jpg;jpg;717;960;0.746875;3;Other;
163;Air_Canada_Rouge_A319_Premium_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
164;Air_Canada_Rouge_A319_Premium_1.jpg;jpg;720;960;0.75;3;Other;
165;Air_Canada_Rouge_A319_Premium_2.jpg;jpg;720;540;1.3333333333333333;3;Other;
166;Air_Canada_Rouge_A319_Premium_3.jpg;jpg;720;960;0.75;3;Other;
167;Air_Canada_Rouge_A319_Premium_4.jpg;jpg;720;481;1.496881496881497;3;Other;
168;Air_Canada_Rouge_Airbus_A321_0.jpg;jpg;720;960;0.75;3;Airbus;A321
169;Air_Canada_Rouge_Airbus_A321_1.jpg;jpg;720;960;0.75;3;Airbus;A321
170;Air_Canada_Rouge_Boeing_767-300ER_new_0.jpg;jpg;720;960;0.75;3;Boeing;767
171;Air_Canada_Rouge_Boeing_767-300ER_new_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
172;Air_Canada_Rouge_Boeing_767-300ER_new_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
173;Air_Canada_Rouge_Boeing_767-300ER_new_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
174;Air_Canada_Rouge_Boeing_767-300ER_new_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
175;Air_China_Airbus_A320_0.jpg;jpg;720;960;0.75;3;Airbus;A320
176;Air_China_Airbus_A321_0.jpg;jpg;720;477;1.509433962264151;3;Airbus;A321
177;Air_China_Airbus_A321_1.jpg;jpg;636;960;0.6625;3;Airbus;A321
178;Air_China_Airbus_A321_2.jpg;jpg;636;960;0.6625;3;Airbus;A321
179;Air_China_Airbus_A321_3.jpg;jpg;636;960;0.6625;3;Airbus;A321
180;Air_China_Airbus_A321_4.jpg;jpg;636;960;0.6625;3;Airbus;A321
181;Air_China_Airbus_A330-200_V3_0.jpg;jpg;720;960;0.75;3;Airbus;A330
182;Air_China_Airbus_A330-200_V3_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
183;Air_China_Airbus_A330-200_V3_2.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
184;Air_China_Airbus_A330-200_V3_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
185;Air_China_Airbus_A330-300_B_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
186;Air_China_Airbus_A330-300_B_1.jpg;jpg;720;960;0.75;3;Airbus;A330
187;Air_China_Airbus_A330-300_B_2.jpg;jpg;540;960;0.5625;3;Airbus;A330
188;Air_China_Airbus_A330-300_B_3.jpg;jpg;640;960;0.6666666666666666;3;Airbus;A330
189;Air_China_Airbus_A330-300_B_4.jpg;jpg;720;722;0.997229916897507;3;Airbus;A330
190;Air_China_Boeing_737-800_0.jpg;jpg;720;960;0.75;3;Boeing;737
191;Air_China_Boeing_747-8_0.jpg;jpg;720;960;0.75;3;Boeing;747
192;Air_China_Boeing_747-8_1.jpg;jpg;720;960;0.75;3;Boeing;747
193;Air_China_Boeing_747-8_2.jpg;jpg;720;960;0.75;3;Boeing;747
194;Air_China_Boeing_777-200_B_0.jpg;jpg;640;960;0.6666666666666666;3;Boeing;777
195;Air_China_Boeing_777-300ER_0.jpg;jpg;720;960;0.75;3;Boeing;777
196;Air_China_Boeing_777-300ER_1.jpg;jpg;640;960;0.6666666666666666;3;Boeing;777
197;Air_China_Boeing_777-300ER_2.jpg;jpg;720;720;1.0;3;Boeing;777
198;Air_China_Boeing_777-300ER_3.jpg;jpg;720;482;1.4937759336099585;3;Boeing;777
199;Air_China_Boeing_777-300ER_4.jpg;jpg;643;960;0.6697916666666667;3;Boeing;777
200;Air_Europa_Airbus_A330-200_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
201;Air_Europa_Airbus_A330-200_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
202;Air_Europa_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3;Airbus;A330
203;Air_Europa_Airbus_A330-200_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
204;Air_Europa_Airbus_A330-200_4.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
205;Air_Europa_Boeing_737-800_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
206;Air_Europa_Boeing_737-800_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
207;Air_Europa_Boeing_737-800_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
208;Air_Europa_Boeing_787-8_0.jpg;jpg;720;960;0.75;3;Boeing;787
209;Air_Europa_Boeing_787-8_1.jpg;jpg;540;960;0.5625;3;Boeing;787
210;Air_Europa_Embraer_195_0.jpg;jpg;720;720;1.0;3;Other;
211;Air_Europa_Embraer_195_1.jpg;jpg;720;720;1.0;3;Other;
212;Air_France_Airbus_A318_A_0.jpg;jpg;717;960;0.746875;3;Airbus;A318
213;Air_France_Airbus_A318_A_1.jpg;jpg;720;720;1.0;3;Airbus;A318
214;Air_France_Airbus_A318_A_2.jpg;jpg;720;480;1.5;3;Airbus;A318
215;Air_France_Airbus_A318_A_3.jpg;jpg;639;960;0.665625;3;Airbus;A318
216;Air_France_Airbus_A318_A_4.jpg;jpg;639;960;0.665625;3;Airbus;A318
217;Air_France_Airbus_A319_Europe_0.jpg;jpg;720;960;0.75;3;Airbus;A319
218;Air_France_Airbus_A320_Africa_Middle_East_0.jpg;jpg;720;720;1.0;3;Airbus;A320
219;Air_France_Airbus_A320_Metropole_V1_0.jpg;jpg;720;720;1.0;3;Airbus;A320
220;Air_France_Airbus_A320_Metropole_V1_1.jpg;jpg;720;720;1.0;3;Airbus;A320
221;Air_France_Airbus_A320_Metropole_V1_2.jpg;jpg;720;720;1.0;3;Airbus;A320
222;Air_France_Airbus_A320_Metropole_V1_3.jpg;jpg;720;720;1.0;3;Airbus;A320
223;Air_France_Airbus_A321_Europe_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321
224;Air_France_Airbus_A321_Europe_1.jpg;jpg;720;720;1.0;3;Airbus;A321
225;Air_France_Airbus_A321_Europe_2.jpg;jpg;637;960;0.6635416666666667;3;Airbus;A321
226;Air_France_Airbus_A321_Europe_3.jpg;jpg;720;720;1.0;3;Airbus;A321
227;Air_France_Airbus_A321_Europe_4.jpg;jpg;720;960;0.75;3;Airbus;A321
228;Air_France_Airbus_A321_Metropole_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321
229;Air_France_Airbus_A321_Metropole_1.jpg;jpg;720;720;1.0;3;Airbus;A321
230;Air_France_Airbus_A321_Metropole_2.jpg;jpg;720;720;1.0;3;Airbus;A321
231;Air_France_Airbus_A321_Metropole_3.jpg;jpg;720;720;1.0;3;Airbus;A321
232;Air_France_Airbus_A321_Metropole_4.jpg;jpg;720;720;1.0;3;Airbus;A321
233;Air_France_Airbus_A330-200_International_Long_Haul_0.jpg;jpg;720;960;0.75;3;Airbus;A330
234;Air_France_Airbus_A330-200_International_Long_Haul_1.jpg;jpg;720;960;0.75;3;Airbus;A330
235;Air_France_Airbus_A330-200_International_Long_Haul_2.jpg;jpg;720;960;0.75;3;Airbus;A330
236;Air_France_Airbus_A330-200_International_Long_Haul_3.jpg;jpg;720;960;0.75;3;Airbus;A330
237;Air_France_Airbus_A330-200_International_Long_Haul_4.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A330
238;Air_France_Airbus_A340-300_International_Long_Haul_0.jpg;jpg;541;960;0.5635416666666667;3;Airbus;A340
239;Air_France_Airbus_A340-300_International_Long_Haul_1.jpg;jpg;541;960;0.5635416666666667;3;Airbus;A340
240;Air_France_Airbus_A340-300_International_Long_Haul_2.jpg;jpg;541;960;0.5635416666666667;3;Airbus;A340
241;Air_France_Airbus_A340-300_International_Long_Haul_3.jpg;jpg;720;406;1.7733990147783252;3;Airbus;A340
242;Air_France_Airbus_A340-300_International_Long_Haul_4.jpg;jpg;541;960;0.5635416666666667;3;Airbus;A340
243;Air_France_Airbus_A380_V2_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380
244;Air_France_Airbus_A380_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380
245;Air_France_Airbus_A380_V2_2.jpg;jpg;720;960;0.75;3;Airbus;A380
246;Air_France_Airbus_A380_V2_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380
247;Air_France_Airbus_A380_V2_4.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380
248;Air_France_Avro_RJ85_0.jpg;jpg;540;960;0.5625;3;Other;
249;Air_France_Avro_RJ85_1.jpg;jpg;720;960;0.75;3;Other;
250;Air_France_Avro_RJ85_2.jpg;jpg;720;960;0.75;3;Other;
251;Air_France_Avro_RJ85_3.jpg;jpg;720;960;0.75;3;Other;
252;Air_France_Avro_RJ85_4.jpg;jpg;720;723;0.995850622406639;3;Other;
253;Air_France_Boeing_777-200_B_0.jpg;jpg;720;960;0.75;3;Boeing;777
254;Air_France_Boeing_777-200_B_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
255;Air_France_Boeing_777-200_B_2.jpg;jpg;720;960;0.75;3;Boeing;777
256;Air_France_Boeing_777-200_B_3.jpg;jpg;720;960;0.75;3;Boeing;777
257;Air_France_Boeing_777-200_B_4.jpg;jpg;720;960;0.75;3;Boeing;777
258;Air_France_Boeing_777-200_C_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
259;Air_France_Boeing_777-200_C_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
260;Air_France_Boeing_777-200_C_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
261;Air_France_Boeing_777-200_C_3.jpg;jpg;720;960;0.75;3;Boeing;777
262;Air_France_Boeing_777-200_C_4.jpg;jpg;720;960;0.75;3;Boeing;777
263;Air_France_Boeing_777-300_D_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
264;Air_France_Boeing_777-300_D_1.jpg;jpg;720;577;1.2478336221837087;3;Boeing;777
265;Air_France_Boeing_777-300_D_2.jpg;jpg;720;720;1.0;3;Boeing;777
266;Air_France_Boeing_777-300_D_3.jpg;jpg;720;960;0.75;3;Boeing;777
267;Air_France_Boeing_777-300_D_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
268;Air_France_Boeing_777-300_E_0.jpg;jpg;720;720;1.0;3;Boeing;777
269;Air_France_Boeing_777-300_E_1.jpg;jpg;717;960;0.746875;3;Boeing;777
270;Air_France_Boeing_777-300_E_2.jpg;jpg;717;960;0.746875;3;Boeing;777
271;Air_France_Boeing_777-300_E_3.jpg;jpg;717;960;0.746875;3;Boeing;777
272;Air_France_Boeing_777-300_E_4.jpg;jpg;717;960;0.746875;3;Boeing;777
273;Air_France_Boeing_787-9_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
274;Air_France_Boeing_787-9_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
275;Air_France_CRJ-1000_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
276;Air_France_CRJ-1000_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
277;Air_France_CRJ-1000_2.jpg;jpg;720;720;1.0;3;Other;
278;Air_France_CRJ-1000_3.jpg;jpg;720;960;0.75;3;Other;
279;Air_France_CRJ-1000_4.jpg;jpg;717;960;0.746875;3;Other;
280;Air_France_CRJ-700_0.jpg;jpg;720;720;1.0;3;Other;
