name;format;height;width;height_to_width;ncol;aircraft_manufacturer;aircraft_type;view
Air_Canada_Beech_1900D_2.jpg;jpg;720;540;1.3333333333333333;3;Other;;Ext
Delta_Airlines_Boeing_767-400ER_B_Version_2_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
Air_Europa_Boeing_787-8_1.jpg;jpg;540;960;0.5625;3;Boeing;787;Int
British_Airways_Boeing_747-400_B_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;747;Meal
United_Airlines_Boeing_737-700_A_4.jpg;jpg;720;960;0.75;3;Boeing;737;Meal
United_Airlines_Bombardier_Q300_2.jpg;jpg;720;960;0.75;3;Other;;Others
Asiana_Boeing_747-400_full_0.jpg;jpg;720;960;0.75;3;Boeing;747;Ext
TAP_Portugal_Airbus_A330_V3_4.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
AeroMexico_Boeing_787-9_3.jpg;jpg;720;960;0.75;3;Boeing;787;Int
Air_France_Airbus_A380_V2_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380;Meal
American_Airlines_AA_Boeing_737-800_C_3.jpg;jpg;720;720;1.0;3;Boeing;737;Int
Iberia_Airbus_A330-300_V2_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
Air_China_Airbus_A320_0.jpg;jpg;720;960;0.75;3;Airbus;A320;Meal
Hainan_Airlines_Airbus_A330-200_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
Swiss_Airlines_Boeing_777-300ER_2.jpg;jpg;640;960;0.6666666666666666;3;Boeing;777;Int
Copa_Airlines_Boeing_737-700_3.jpg;jpg;720;960;0.75;3;Boeing;737;Int
United_Airlines_Boeing_737-800_C_3.jpg;jpg;720;960;0.75;3;Boeing;737;Int
Air_Canada_Boeing_787-8_2.jpg;jpg;720;960;0.75;3;Boeing;787;Int
Swiss_Airlines_A330_0.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
Southwest_Airlines_Boeing_737-700_new_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
China_Eastern_Airbus_A320_0.jpg;jpg;720;534;1.348314606741573;3;Airbus;A320;Int
Middle_East_Airlines_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Thai_Airways_Boeing_777-200_772_2.jpg;jpg;720;960;0.75;3;Boeing;777;Int
British_Airways_Boeing_787-9_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Singapore_Air_Airbus_A380_D_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380;Ext_Int
TAM_Airlines_Boeing_767-300ER_2.jpg;jpg;720;720;1.0;3;Boeing;767;Int
Hainan_Airlines_Boeing_787-8_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Ext_Int
Japan_Airlines_Boeing_767-300ER_V2_4.jpg;jpg;698;960;0.7270833333333333;3;Boeing;767;Int
Qantas_Airways_Boeing_789_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;789;Meal
Etihad_Airways_Boeing_787_900_V2_0.jpg;jpg;720;960;0.75;3;Boeing;787;Meal
United_Airlines_Embraer_EMB-170_1.jpg;jpg;720;720;1.0;3;Other;;Int
Lufthansa_Boeing_747_8_V3_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;747;Others
Japan_Airlines_Boeing_777-300ER_B_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777;Int
Delta_Airlines_Boeing_737-800_A_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
Qatar_Airways_Airbus_A330-200_F_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
Delta_Airlines_Boeing_737-800_A_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
United_Airlines_Q400_C_0.jpg;jpg;720;720;1.0;3;Other;;Ext
Malaysia_Airlines_Airbus_A380_new_4.jpg;jpg;720;960;0.75;3;Airbus;A380;Others
Qatar_Airways_Airbus_A340-600_3.jpg;jpg;720;960;0.75;3;Airbus;A340;Int
British_Airways_Airbus_A319_D_0.jpg;jpg;720;960;0.75;3;Airbus;A319;Int
Spirit_Airlines_Airbus_A320_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320;Int
Eva_Airways_Airbus_A321-200_4.jpg;jpg;720;720;1.0;3;Airbus;A321;Int
Garuda_Indonesia_Airbus_A330-200_2.jpg;jpg;636;960;0.6625;3;Airbus;A330;Int
Turkish_Airlines_Airbus_A330_1.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Thomas_Cook_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A330;Ext
LAN_Airlines_Boeing_767-300_V2_2.jpg;jpg;720;720;1.0;3;Boeing;767;Int
Ethiopian_Airlines_Boeing_777-300ER_3.jpg;jpg;720;960;0.75;3;Boeing;777;Int
Delta_Airlines_Boeing_757-200_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757;Int
Etihad_Airways_Airbus_A330-300_2.jpg;jpg;636;960;0.6625;3;Airbus;A330;Int
SriLankan_Airlines_Airbus_330-300_0.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Qatar_Airways_Airbus_A320_B_4.jpg;jpg;720;960;0.75;3;Airbus;A320;Int
Air_China_Airbus_A330-300_B_4.jpg;jpg;720;722;0.9972299168975071;3;Airbus;A330;Ext
Royal_Jordanian_Boeing_787-8_1.jpg;jpg;720;960;0.75;3;Boeing;787;Int
JetBlue_Airways_Embraer_190_1.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
Swiss_Airlines_A330_2.jpg;jpg;720;960;0.75;3;Other;;Int
Qantas_Airways_Q400_2.jpg;jpg;658;960;0.6854166666666667;3;Other;;Ext
Iberia_Airbus_A320_Express_2.jpg;jpg;720;720;1.0;3;Airbus;A320;Ext_Int
Aeroflot_Russian_Airlines_Sukhoi_Superjet_100-95B_2.jpg;jpg;717;960;0.746875;3;Other;;Ext
Iberia_Airbus_A340-600_V2_4.jpg;jpg;720;960;0.75;3;Airbus;A340;Int
Condor_Flugdienst_Boeing_767-300ER_V2_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
Lufthansa_Airbus_A321_NEK_0.jpg;jpg;720;960;0.75;3;Airbus;A321;Ext_Int
Air_France_Airbus_A330-200_International_Long_Haul_4.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A330;Int
Delta_Airlines_Boeing_767-300ER_76Z_1.jpg;jpg;720;718;1.0027855153203342;3;Boeing;767;Int
American_Airlines_Airbus_A321_V2_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321;Int
Avianca_Airbus_A320-200_1.jpg;jpg;720;405;1.7777777777777777;3;Airbus;A320;Others
Cathay_Pacific_Airways_Boeing_777-300ER_A_2.jpg;jpg;720;960;0.75;3;Boeing;777;Int
AeroMexico_Boeing_737-700_V2_1.jpg;jpg;720;960;0.75;3;Boeing;737;Int
Swiss_Airlines_A320_1.jpg;jpg;720;718;1.0027855153203342;3;Other;;Ext_Int
ANA_Boeing_737-800_B_1.jpg;jpg;720;960;0.75;3;Boeing;737;Int
American_Airlines_Airbus_A321_V3_3.jpg;jpg;720;960;0.75;3;Airbus;A321;Int
China_Eastern_Boeing_777_300ER_3.jpg;jpg;462;960;0.48125;3;Boeing;777;Ext
Air_China_Boeing_737-800_0.jpg;jpg;720;960;0.75;3;Boeing;737;Ext
United_Airlines_UA_Boeing_787-10_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Austrian_Airlines_Airbus_A321_3.jpg;jpg;720;960;0.75;3;Airbus;A321;Ext
Aer_Lingus_Airbus_A320_2.jpg;jpg;720;960;0.75;3;Airbus;A320;Ext
Delta_Airlines_Boeing_767-300ER_C_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
Brussels_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A320;Ext
AirAsia_X_Airbus_A330-300_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
Finnair_Airbus_A321_1.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A321;Ext_Int
Japan_Airlines_Boeing_767-300ER_V2_2.jpg;jpg;720;722;0.9972299168975071;3;Boeing;767;Int
United_Airlines_Embraer_Emb_175_2.jpg;jpg;720;720;1.0;3;Other;;Int
Aeroflot_Russian_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A320;Ext_Int
Delta_Airlines_Airbus_A330_200_new_4.jpg;jpg;720;960;0.75;3;Airbus;A330;Ext_Int
British_Airways_Boeing_777-200B_2_4.jpg;jpg;540;960;0.5625;3;Boeing;777;Meal
Middle_East_Airlines_Airbus_A330-200_3.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Korean_Air_Boeing_777-300_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777;Int
SAS_Airlines_Airbus_A340_0.jpg;jpg;720;960;0.75;3;Airbus;A340;Int
Iberia_Airbus_A320_Express_1.jpg;jpg;720;720;1.0;3;Airbus;A320;Ext
Qatar_Airways_Boeing_777-300ER_4.jpg;jpg;720;720;1.0;3;Boeing;777;Int
Lufthansa_CRJ-900_4.jpg;jpg;469;960;0.4885416666666666;3;Other;;Ext
United_Airlines_Airbus_A320_V3_2.jpg;jpg;720;720;1.0;3;Airbus;A320;Int
Qatar_Airways_Boeing_777-200LR_1.jpg;jpg;720;960;0.75;3;Boeing;777;Meal
China_Airlines_Boeing_777-300ER_3.jpg;jpg;720;960;0.75;3;Boeing;777;Int
Air_Canada_Boeing_787-900_0.jpg;jpg;720;960;0.75;3;Boeing;787;Int
British_Airways_Airbus_A320-200_C_1.jpg;jpg;720;960;0.75;3;Airbus;A320;Int
Jet_Airways_Boeing_777-300ER_V2_new_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777;Int
Copa_Airlines_Boeing_737-700_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Others
American_Airlines_Embraer_ERJ-140_3.jpg;jpg;720;720;1.0;3;Other;;Int
Air_Canada_Airbus_A320_B_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320;Int
Air_Canada_Boeing_787-8_1.jpg;jpg;540;960;0.5625;3;Boeing;787;Int
Vietnam_Airlines_Airbus_A350-900_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350;Int
Qatar_Airways_Boeing_777-300ER_Qsuite_3.jpg;jpg;720;960;0.75;3;Boeing;777;Meal
Thai_Airways_Boeing_747-400_7442_0.jpg;jpg;720;720;1.0;3;Boeing;747;Int
Turkish_Airlines_Airbus_A321_C_new_2.jpg;jpg;720;960;0.75;3;Airbus;A321;Ext
Saudia_Boeing_777-300_0.jpg;jpg;720;405;1.7777777777777777;3;Boeing;777;Ext_Int
Delta_Airlines_Canadair_CRJ900_C_3.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
Qatar_Airways_Boeing_787-8_3.jpg;jpg;640;960;0.6666666666666666;3;Boeing;787;Meal
Air_New_Zealand_Q300_0.jpg;jpg;720;960;0.75;3;Other;;Ext
Air_China_Airbus_A321_1.jpg;jpg;636;960;0.6625;3;Airbus;A321;Int
Lufthansa_Boeing_747_400_V3_2.jpg;jpg;720;960;0.75;3;Boeing;747;Int
United_Airlines_Boeing_737-800_F_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
Iberia_Airbus_A340-600_V2_2.jpg;jpg;720;960;0.75;3;Airbus;A340;Meal
Qantas_Airways_Airbus_A330-300_2.jpg;jpg;720;960;0.75;3;Airbus;A330;Others
South_African_Airways_Airbus_A340-200_1.jpg;jpg;720;960;0.75;3;Airbus;A340;Ext
Nok_Air_Boeing_737-800_2.jpg;jpg;720;720;1.0;3;Boeing;737;Int
Lufthansa_Airbus_A319-100_NEK_4.jpg;jpg;720;960;0.75;3;Airbus;A319;Int
British_Airways_Boeing_787-8_1.jpg;jpg;720;960;0.75;3;Boeing;787;Int
Qantas_Airways_Airbus_A330-300_3.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A330;Ext_Int
Air_Canada_Boeing_787-900_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Singapore_Air_Boeing_777-300ER_4.jpg;jpg;717;960;0.746875;3;Boeing;777;Int
Air_Canada_Embraer_190_0.jpg;jpg;720;718;1.0027855153203342;3;Other;;Ext
KLM_Boeing_777-200ER_2.jpg;jpg;720;960;0.75;3;Boeing;777;Int
Iberia_Airbus_A330-300_V2_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
British_Airways_Embraer_170_B_1.jpg;jpg;720;960;0.75;3;Other;;Ext_Int
Copa_Airlines_Boeing_737-800_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
Singapore_Air_Airbus_A350-900_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350;Int
Virgin_Atlantic_Airways_B747-400_LGW-1_1.jpg;jpg;720;960;0.75;3;Other;;Int
Singapore_Air_Airbus_A380_C_1.jpg;jpg;720;960;0.75;3;Airbus;A380;Ext
Frontier_Airlines_Airbus_A319_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A319;Int
Delta_Airlines_Boeing_717_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;717;Ext_Int
Japan_Airlines_Boeing_777-200_0.jpg;jpg;720;960;0.75;3;Boeing;777;Meal
Air_Canada_Embraer_175_2.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
United_Airlines_Q400_A_3.jpg;jpg;720;960;0.75;3;Other;;Ext
Virgin_Atlantic_Airways_B747-400_LGW-1_2.jpg;jpg;720;960;0.75;3;Other;;Int
Thai_Airways_Airbus_A350-900_2.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350;Int
SAS_Airlines_Boeing_737-600_B_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Ext_Int
Delta_Airlines_Boeing_757-200_75S_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757;Ext
Saudia_Airbus_A330-300_V2_0.jpg;jpg;720;405;1.7777777777777777;3;Airbus;A330;Int
SAS_Airlines_Airbus_A330_B_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
Vueling_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320;Int
Etihad_Airways_Airbus_A320_0.jpg;jpg;720;960;0.75;3;Airbus;A320;Int
LAN_Airlines_Boeing_767-300_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
United_Airlines_Bombardier_CRJ200_3.jpg;jpg;720;720;1.0;3;Other;;Int
United_Airlines_Embraer_EMB-170_0.jpg;jpg;720;720;1.0;3;Other;;Int
Nok_Air_Boeing_737-800_3.jpg;jpg;640;960;0.6666666666666666;3;Boeing;737;Others
Qatar_Airways_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319;Int
Icelandair_Boeing_767-300ER_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
China_Eastern_Airbus_A330-200_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
LAN_Airlines_Airbus_A320_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320;Int
Virgin_Atlantic_Airways_B787-900_1.jpg;jpg;720;960;0.75;3;Other;;Int
Finnair_Airbus_A330-300_V2_4.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Finnair_Airbus_A319_0.jpg;jpg;720;960;0.75;3;Airbus;A319;Ext_Int
United_Airlines_Embraer_ERJ-145_B_3.jpg;jpg;720;540;1.3333333333333333;3;Other;;Ext
Air_France_Avro_RJ85_4.jpg;jpg;720;723;0.995850622406639;3;Other;;Ext
Japan_Airlines_Boeing_767-300ER_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
Turkish_Airlines_Boeing_737-800_B_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
Jet_Airways_Airbus_A330-300_0.jpg;jpg;640;960;0.6666666666666666;3;Airbus;A330;Int
Air_France_CRJ-1000_4.jpg;jpg;717;960;0.746875;3;Other;;Ext_Int
Jetstar_Boeing_787-8_0.jpg;jpg;720;960;0.75;3;Boeing;787;Ext_Int
Thai_Airways_Airbus_A330-300_V2_1.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Singapore_Air_Airbus_A330-300_4.jpg;jpg;720;720;1.0;3;Airbus;A330;Ext_Int
Emirates_Airlines_Boeing_777-300ER_3class_V2_0.jpg;jpg;720;405;1.7777777777777777;3;Boeing;777;Int
Icelandair_Boeing_767-300ER_4.jpg;jpg;720;960;0.75;3;Boeing;767;Int
Avianca_Airbus_A318-100_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A318;Int
Thai_Airways_Boeing_777-200_772_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777;Int
Lufthansa_Boeing_747_400_V4_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;747;Int
United_Airlines_Boeing_777-300ER_4.jpg;jpg;720;959;0.7507820646506778;3;Boeing;777;Int
Kenya_Airways_Boeing_787_8_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Vueling_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320;Int
Egyptair_Embraer_E170A_3.jpg;jpg;720;720;1.0;3;Other;;Int
Thomson_Airways_Boeing_737-800_3.jpg;jpg;720;722;0.9972299168975071;3;Boeing;737;Ext
Thomson_Airways_Boeing_787-8_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Lufthansa_Boeing_747_8_V3_4.jpg;jpg;720;960;0.75;3;Boeing;747;Ext
Oman_Air_Boeing_737-800_new_4.jpg;jpg;720;960;0.75;3;Boeing;737;Int
ANA_Boeing_777-300ER_E_1.jpg;jpg;720;960;0.75;3;Boeing;777;Int
Delta_Airlines_Boeing_737-700W_4.jpg;jpg;720;718;1.0027855153203342;3;Boeing;737;Int
Emirates_Airlines_Boeing_777-300ER_3class_private_2.jpg;jpg;720;960;0.75;3;Boeing;777;Int
Turkish_Airlines_Airbus_A320_4.jpg;jpg;720;960;0.75;3;Airbus;A320;Ext
Lufthansa_CRJ-900_2.jpg;jpg;720;960;0.75;3;Other;;Ext_Int
Qatar_Airways_Airbus_A319_4.jpg;jpg;720;960;0.75;3;Airbus;A319;Int
Garuda_Indonesia_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3;Airbus;A330;Meal
China_Southern_Airbus_A330-300B_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330;Int
United_Airlines_Bombardier_CRJ200_4.jpg;jpg;720;960;0.75;3;Other;;Ext
South_African_Airways_Boeing_737_800_0.jpg;jpg;720;720;1.0;3;Boeing;737;Ext_Int
Royal_Jordanian_Boeing_787-8_4.jpg;jpg;720;960;0.75;3;Boeing;787;Others
Qantas_Airways_Airbus_A380_B_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380;Int
Korean_Air_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Lufthansa_Airbus_A330-300_C_0.jpg;jpg;720;960;0.75;3;Airbus;A330;Int
Delta_Airlines_MD-90_1.jpg;jpg;720;960;0.75;3;Other;;Int
United_Airlines_Boeing_777-200_6_2.jpg;jpg;640;960;0.6666666666666666;3;Boeing;777;Int
ANA_Boeing_767-300ER_A_4.jpg;jpg;720;538;1.3382899628252791;3;Boeing;767;Int
United_Airlines_Boeing_777-200_3_New_4.jpg;jpg;720;960;0.75;3;Boeing;777;Int
AeroMexico_Embraer_ERJ-190_1.jpg;jpg;720;386;1.865284974093264;3;Other;;Int
Ethiopian_Airlines_Boeing_737-800W_2.jpg;jpg;720;720;1.0;3;Boeing;737;Meal
Royal_Jordanian_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319;Int
Delta_Airlines_Boeing_757-200_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757;Int
Delta_Airlines_Boeing_757-200_Hawaii_75H_v2_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757;Int
TAP_Portugal_Airbus_A319_0.jpg;jpg;720;960;0.75;3;Airbus;A319;Int
ANA_Boeing_787-800_D_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787;Int
Alaska_Airlines_Embraer_E175_3.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
ANA_Boeing_777-300ER_E_0.jpg;jpg;720;960;0.75;3;Boeing;777;Int
United_Airlines_Boeing_767_300_ER_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767;Int
Turkish_Airlines_Boeing_737-900ER_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737;Int
Turkish_Airlines_Airbus_A321_C_new_0.jpg;jpg;720;960;0.75;3;Airbus;A321;Ext
American_Airlines_Canadair_CRJ900_C_0.jpg;jpg;720;540;1.3333333333333333;3;Other;;Int
Copa_Airlines_Embraer_190_AR_A_2.jpg;jpg;720;720;1.0;3;Other;;Int
China_Airlines_Boeing_747-400_B_2.jpg;jpg;720;960;0.75;3;Boeing;747;Ext
TAM_Airlines_Airbus_A319_0.jpg;jpg;720;720;1.0;3;Airbus;A319;Int
Hong_Kong_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;720;1.0;3;Airbus;A330;Meal
American_Airlines_Airbus_A319_1.jpg;jpg;720;720;1.0;3;Airbus;A319;Int
Turkish_Airlines_Boeing_737-700_B_1.jpg;jpg;720;960;0.75;3;Boeing;737;Ext
ANA_Boeing_787-800_C_1.jpg;jpg;720;960;0.75;3;Boeing;787;Ext
China_Southern_Boeing_777-300ER_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777;Int
