name;format;height;width;height_to_width;ncol;aircraft_manufacturer;aircraft_type
Japan_Airlines_Boeing_777-300ER_B_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
Delta_Airlines_Boeing_737-800_A_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Qatar_Airways_Airbus_A330-200_F_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
Delta_Airlines_Boeing_737-800_A_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
United_Airlines_Q400_C_0.jpg;jpg;720;720;1.0;3;Other;
Malaysia_Airlines_Airbus_A380_new_4.jpg;jpg;720;960;0.75;3;Airbus;A380
Qatar_Airways_Airbus_A340-600_3.jpg;jpg;720;960;0.75;3;Airbus;A340
British_Airways_Airbus_A319_D_0.jpg;jpg;720;960;0.75;3;Airbus;A319
Spirit_Airlines_Airbus_A320_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Eva_Airways_Airbus_A321-200_4.jpg;jpg;720;720;1.0;3;Airbus;A321
Garuda_Indonesia_Airbus_A330-200_2.jpg;jpg;636;960;0.6625;3;Airbus;A330
Turkish_Airlines_Airbus_A330_1.jpg;jpg;720;960;0.75;3;Airbus;A330
Thomas_Cook_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A330
LAN_Airlines_Boeing_767-300_V2_2.jpg;jpg;720;720;1.0;3;Boeing;767
Ethiopian_Airlines_Boeing_777-300ER_3.jpg;jpg;720;960;0.75;3;Boeing;777
Delta_Airlines_Boeing_757-200_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757
Etihad_Airways_Airbus_A330-300_2.jpg;jpg;636;960;0.6625;3;Airbus;A330
SriLankan_Airlines_Airbus_330-300_0.jpg;jpg;720;960;0.75;3;Airbus;A330
Qatar_Airways_Airbus_A320_B_4.jpg;jpg;720;960;0.75;3;Airbus;A320
Air_China_Airbus_A330-300_B_4.jpg;jpg;720;722;0.997229916897507;3;Airbus;A330
Royal_Jordanian_Boeing_787-8_1.jpg;jpg;720;960;0.75;3;Boeing;787
JetBlue_Airways_Embraer_190_1.jpg;jpg;720;540;1.3333333333333333;3;Other;
Swiss_Airlines_A330_2.jpg;jpg;720;960;0.75;3;Other;
Qantas_Airways_Q400_2.jpg;jpg;658;960;0.6854166666666667;3;Other;
Iberia_Airbus_A320_Express_2.jpg;jpg;720;720;1.0;3;Airbus;A320
Aeroflot_Russian_Airlines_Sukhoi_Superjet_100-95B_2.jpg;jpg;717;960;0.746875;3;Other;
Iberia_Airbus_A340-600_V2_4.jpg;jpg;720;960;0.75;3;Airbus;A340
Condor_Flugdienst_Boeing_767-300ER_V2_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
Lufthansa_Airbus_A321_NEK_0.jpg;jpg;720;960;0.75;3;Airbus;A321
Air_France_Airbus_A330-200_International_Long_Haul_4.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A330
Delta_Airlines_Boeing_767-300ER_76Z_1.jpg;jpg;720;718;1.0027855153203342;3;Boeing;767
American_Airlines_Airbus_A321_V2_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321
Avianca_Airbus_A320-200_1.jpg;jpg;720;405;1.7777777777777777;3;Airbus;A320
Cathay_Pacific_Airways_Boeing_777-300ER_A_2.jpg;jpg;720;960;0.75;3;Boeing;777
AeroMexico_Boeing_737-700_V2_1.jpg;jpg;720;960;0.75;3;Boeing;737
Swiss_Airlines_A320_1.jpg;jpg;720;718;1.0027855153203342;3;Other;
ANA_Boeing_737-800_B_1.jpg;jpg;720;960;0.75;3;Boeing;737
American_Airlines_Airbus_A321_V3_3.jpg;jpg;720;960;0.75;3;Airbus;A321
China_Eastern_Boeing_777_300ER_3.jpg;jpg;462;960;0.48125;3;Boeing;777
Air_China_Boeing_737-800_0.jpg;jpg;720;960;0.75;3;Boeing;737
United_Airlines_UA_Boeing_787-10_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
Austrian_Airlines_Airbus_A321_3.jpg;jpg;720;960;0.75;3;Airbus;A321
Aer_Lingus_Airbus_A320_2.jpg;jpg;720;960;0.75;3;Airbus;A320
Delta_Airlines_Boeing_767-300ER_C_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
Brussels_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A320
AirAsia_X_Airbus_A330-300_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
Finnair_Airbus_A321_1.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A321
Japan_Airlines_Boeing_767-300ER_V2_2.jpg;jpg;720;722;0.997229916897507;3;Boeing;767
United_Airlines_Embraer_Emb_175_2.jpg;jpg;720;720;1.0;3;Other;
Aeroflot_Russian_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A320
Delta_Airlines_Airbus_A330_200_new_4.jpg;jpg;720;960;0.75;3;Airbus;A330
British_Airways_Boeing_777-200B_2_4.jpg;jpg;540;960;0.5625;3;Boeing;777
Middle_East_Airlines_Airbus_A330-200_3.jpg;jpg;720;960;0.75;3;Airbus;A330
Korean_Air_Boeing_777-300_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
SAS_Airlines_Airbus_A340_0.jpg;jpg;720;960;0.75;3;Airbus;A340
Iberia_Airbus_A320_Express_1.jpg;jpg;720;720;1.0;3;Airbus;A320
Qatar_Airways_Boeing_777-300ER_4.jpg;jpg;720;720;1.0;3;Boeing;777
Lufthansa_CRJ-900_4.jpg;jpg;469;960;0.48854166666666665;3;Other;
United_Airlines_Airbus_A320_V3_2.jpg;jpg;720;720;1.0;3;Airbus;A320
Qatar_Airways_Boeing_777-200LR_1.jpg;jpg;720;960;0.75;3;Boeing;777
China_Airlines_Boeing_777-300ER_3.jpg;jpg;720;960;0.75;3;Boeing;777
Air_Canada_Boeing_787-900_0.jpg;jpg;720;960;0.75;3;Boeing;787
British_Airways_Airbus_A320-200_C_1.jpg;jpg;720;960;0.75;3;Airbus;A320
Jet_Airways_Boeing_777-300ER_V2_new_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
Copa_Airlines_Boeing_737-700_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
American_Airlines_Embraer_ERJ-140_3.jpg;jpg;720;720;1.0;3;Other;
Air_Canada_Airbus_A320_B_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Air_Canada_Boeing_787-8_1.jpg;jpg;540;960;0.5625;3;Boeing;787
Vietnam_Airlines_Airbus_A350-900_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350
Qatar_Airways_Boeing_777-300ER_Qsuite_3.jpg;jpg;720;960;0.75;3;Boeing;777
Thai_Airways_Boeing_747-400_7442_0.jpg;jpg;720;720;1.0;3;Boeing;747
Turkish_Airlines_Airbus_A321_C_new_2.jpg;jpg;720;960;0.75;3;Airbus;A321
Saudia_Boeing_777-300_0.jpg;jpg;720;405;1.7777777777777777;3;Boeing;777
Delta_Airlines_Canadair_CRJ900_C_3.jpg;jpg;720;540;1.3333333333333333;3;Other;
Qatar_Airways_Boeing_787-8_3.jpg;jpg;640;960;0.6666666666666666;3;Boeing;787
Air_New_Zealand_Q300_0.jpg;jpg;720;960;0.75;3;Other;
Air_China_Airbus_A321_1.jpg;jpg;636;960;0.6625;3;Airbus;A321
Lufthansa_Boeing_747_400_V3_2.jpg;jpg;720;960;0.75;3;Boeing;747
United_Airlines_Boeing_737-800_F_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Iberia_Airbus_A340-600_V2_2.jpg;jpg;720;960;0.75;3;Airbus;A340
Qantas_Airways_Airbus_A330-300_2.jpg;jpg;720;960;0.75;3;Airbus;A330
South_African_Airways_Airbus_A340-200_1.jpg;jpg;720;960;0.75;3;Airbus;A340
Nok_Air_Boeing_737-800_2.jpg;jpg;720;720;1.0;3;Boeing;737
Lufthansa_Airbus_A319-100_NEK_4.jpg;jpg;720;960;0.75;3;Airbus;A319
British_Airways_Boeing_787-8_1.jpg;jpg;720;960;0.75;3;Boeing;787
Qantas_Airways_Airbus_A330-300_3.jpg;jpg;720;718;1.0027855153203342;3;Airbus;A330
Air_Canada_Boeing_787-900_4.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
Singapore_Air_Boeing_777-300ER_4.jpg;jpg;717;960;0.746875;3;Boeing;777
Air_Canada_Embraer_190_0.jpg;jpg;720;718;1.0027855153203342;3;Other;
KLM_Boeing_777-200ER_2.jpg;jpg;720;960;0.75;3;Boeing;777
Iberia_Airbus_A330-300_V2_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
British_Airways_Embraer_170_B_1.jpg;jpg;720;960;0.75;3;Other;
Copa_Airlines_Boeing_737-800_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Singapore_Air_Airbus_A350-900_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350
Virgin_Atlantic_Airways_B747-400_LGW-1_1.jpg;jpg;720;960;0.75;3;Other;
Singapore_Air_Airbus_A380_C_1.jpg;jpg;720;960;0.75;3;Airbus;A380
Frontier_Airlines_Airbus_A319_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A319
Delta_Airlines_Boeing_717_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;717
Japan_Airlines_Boeing_777-200_0.jpg;jpg;720;960;0.75;3;Boeing;777
Air_Canada_Embraer_175_2.jpg;jpg;720;540;1.3333333333333333;3;Other;
United_Airlines_Q400_A_3.jpg;jpg;720;960;0.75;3;Other;
Virgin_Atlantic_Airways_B747-400_LGW-1_2.jpg;jpg;720;960;0.75;3;Other;
Thai_Airways_Airbus_A350-900_2.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A350
SAS_Airlines_Boeing_737-600_B_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Delta_Airlines_Boeing_757-200_75S_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757
Saudia_Airbus_A330-300_V2_0.jpg;jpg;720;405;1.7777777777777777;3;Airbus;A330
SAS_Airlines_Airbus_A330_B_3.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
Vueling_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Etihad_Airways_Airbus_A320_0.jpg;jpg;720;960;0.75;3;Airbus;A320
LAN_Airlines_Boeing_767-300_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
United_Airlines_Bombardier_CRJ200_3.jpg;jpg;720;720;1.0;3;Other;
United_Airlines_Embraer_EMB-170_0.jpg;jpg;720;720;1.0;3;Other;
Nok_Air_Boeing_737-800_3.jpg;jpg;640;960;0.6666666666666666;3;Boeing;737
Qatar_Airways_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319
Icelandair_Boeing_767-300ER_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
China_Eastern_Airbus_A330-200_V2_0.jpg;jpg;720;960;0.75;3;Airbus;A330
LAN_Airlines_Airbus_A320_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Virgin_Atlantic_Airways_B787-900_1.jpg;jpg;720;960;0.75;3;Other;
Finnair_Airbus_A330-300_V2_4.jpg;jpg;720;960;0.75;3;Airbus;A330
Finnair_Airbus_A319_0.jpg;jpg;720;960;0.75;3;Airbus;A319
United_Airlines_Embraer_ERJ-145_B_3.jpg;jpg;720;540;1.3333333333333333;3;Other;
Air_France_Avro_RJ85_4.jpg;jpg;720;723;0.995850622406639;3;Other;
Japan_Airlines_Boeing_767-300ER_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
Turkish_Airlines_Boeing_737-800_B_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Jet_Airways_Airbus_A330-300_0.jpg;jpg;640;960;0.6666666666666666;3;Airbus;A330
Air_France_CRJ-1000_4.jpg;jpg;717;960;0.746875;3;Other;
Jetstar_Boeing_787-8_0.jpg;jpg;720;960;0.75;3;Boeing;787
Thai_Airways_Airbus_A330-300_V2_1.jpg;jpg;720;960;0.75;3;Airbus;A330
Singapore_Air_Airbus_A330-300_4.jpg;jpg;720;720;1.0;3;Airbus;A330
Emirates_Airlines_Boeing_777-300ER_3class_V2_0.jpg;jpg;720;405;1.7777777777777777;3;Boeing;777
Icelandair_Boeing_767-300ER_4.jpg;jpg;720;960;0.75;3;Boeing;767
Avianca_Airbus_A318-100_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A318
Thai_Airways_Boeing_777-200_772_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
Lufthansa_Boeing_747_400_V4_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;747
United_Airlines_Boeing_777-300ER_4.jpg;jpg;720;959;0.7507820646506778;3;Boeing;777
Kenya_Airways_Boeing_787_8_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
Vueling_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Egyptair_Embraer_E170A_3.jpg;jpg;720;720;1.0;3;Other;
Thomson_Airways_Boeing_737-800_3.jpg;jpg;720;722;0.997229916897507;3;Boeing;737
Thomson_Airways_Boeing_787-8_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
Lufthansa_Boeing_747_8_V3_4.jpg;jpg;720;960;0.75;3;Boeing;747
Oman_Air_Boeing_737-800_new_4.jpg;jpg;720;960;0.75;3;Boeing;737
ANA_Boeing_777-300ER_E_1.jpg;jpg;720;960;0.75;3;Boeing;777
Delta_Airlines_Boeing_737-700W_4.jpg;jpg;720;718;1.0027855153203342;3;Boeing;737
Emirates_Airlines_Boeing_777-300ER_3class_private_2.jpg;jpg;720;960;0.75;3;Boeing;777
Turkish_Airlines_Airbus_A320_4.jpg;jpg;720;960;0.75;3;Airbus;A320
Lufthansa_CRJ-900_2.jpg;jpg;720;960;0.75;3;Other;
Qatar_Airways_Airbus_A319_4.jpg;jpg;720;960;0.75;3;Airbus;A319
Garuda_Indonesia_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3;Airbus;A330
China_Southern_Airbus_A330-300B_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A330
United_Airlines_Bombardier_CRJ200_4.jpg;jpg;720;960;0.75;3;Other;
South_African_Airways_Boeing_737_800_0.jpg;jpg;720;720;1.0;3;Boeing;737
Royal_Jordanian_Boeing_787-8_4.jpg;jpg;720;960;0.75;3;Boeing;787
Qantas_Airways_Airbus_A380_B_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A380
Korean_Air_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3;Airbus;A330
Lufthansa_Airbus_A330-300_C_0.jpg;jpg;720;960;0.75;3;Airbus;A330
Delta_Airlines_MD-90_1.jpg;jpg;720;960;0.75;3;Other;
United_Airlines_Boeing_777-200_6_2.jpg;jpg;640;960;0.6666666666666666;3;Boeing;777
ANA_Boeing_767-300ER_A_4.jpg;jpg;720;538;1.338289962825279;3;Boeing;767
United_Airlines_Boeing_777-200_3_New_4.jpg;jpg;720;960;0.75;3;Boeing;777
AeroMexico_Embraer_ERJ-190_1.jpg;jpg;720;386;1.8652849740932642;3;Other;
Ethiopian_Airlines_Boeing_737-800W_2.jpg;jpg;720;720;1.0;3;Boeing;737
Royal_Jordanian_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319
Delta_Airlines_Boeing_757-200_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757
Delta_Airlines_Boeing_757-200_Hawaii_75H_v2_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;757
TAP_Portugal_Airbus_A319_0.jpg;jpg;720;960;0.75;3;Airbus;A319
ANA_Boeing_787-800_D_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;787
Alaska_Airlines_Embraer_E175_3.jpg;jpg;720;540;1.3333333333333333;3;Other;
ANA_Boeing_777-300ER_E_0.jpg;jpg;720;960;0.75;3;Boeing;777
United_Airlines_Boeing_767_300_ER_3.jpg;jpg;720;540;1.3333333333333333;3;Boeing;767
Turkish_Airlines_Boeing_737-900ER_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Turkish_Airlines_Airbus_A321_C_new_0.jpg;jpg;720;960;0.75;3;Airbus;A321
American_Airlines_Canadair_CRJ900_C_0.jpg;jpg;720;540;1.3333333333333333;3;Other;
Copa_Airlines_Embraer_190_AR_A_2.jpg;jpg;720;720;1.0;3;Other;
China_Airlines_Boeing_747-400_B_2.jpg;jpg;720;960;0.75;3;Boeing;747
TAM_Airlines_Airbus_A319_0.jpg;jpg;720;720;1.0;3;Airbus;A319
Hong_Kong_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;720;1.0;3;Airbus;A330
American_Airlines_Airbus_A319_1.jpg;jpg;720;720;1.0;3;Airbus;A319
Turkish_Airlines_Boeing_737-700_B_1.jpg;jpg;720;960;0.75;3;Boeing;737
ANA_Boeing_787-800_C_1.jpg;jpg;720;960;0.75;3;Boeing;787
China_Southern_Boeing_777-300ER_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
Alaska_Airlines_Boeing_737-700_0.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Korean_Air_Boeing_777-200ER_V2_1.jpg;jpg;720;540;1.3333333333333333;3;Boeing;777
Air_Canada_Dash_81_1.jpg;jpg;653;960;0.6802083333333333;3;Other;
Air_Canada_Boeing_787-900_2.jpg;jpg;720;960;0.75;3;Boeing;787
Czech_Airlines_Airbus_A319-100_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319
Korean_Air_Boeing_747-400_0.jpg;jpg;639;960;0.665625;3;Boeing;747
United_Airlines_Canadair_CRJ700_D_4.jpg;jpg;720;540;1.3333333333333333;3;Other;
Fiji_Airways_Airbus_A330-200_2.jpg;jpg;720;720;1.0;3;Airbus;A330
Qatar_Airways_Airbus_A321_1.jpg;jpg;720;960;0.75;3;Airbus;A321
Brussels_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
British_Airways_Airbus_A321_D_2.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A321
LAN_Airlines_Boeing_787_Dreamliner_4.jpg;jpg;720;720;1.0;3;Boeing;787
Air_Europa_Embraer_195_1.jpg;jpg;720;720;1.0;3;Other;
American_Airlines_Boeing_737_Max_8_3.jpg;jpg;720;720;1.0;3;Boeing;737
Swiss_Airlines_Bombardier_CS100_0.jpg;jpg;720;960;0.75;3;Other;
Air_Europa_Boeing_737-800_2.jpg;jpg;720;540;1.3333333333333333;3;Boeing;737
Frontier_Airlines_Airbus_A319_V2_4.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A319
China_Airlines_Boeing_777-300ER_4.jpg;jpg;720;960;0.75;3;Boeing;777
Avianca_Airbus_A318-100_1.jpg;jpg;720;720;1.0;3;Airbus;A318
TAP_Portugal_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3;Airbus;A320
Air_China_Boeing_777-300ER_0.jpg;jpg;720;960;0.75;3;Boeing;777
