aircraft_manufacturer;aircraft_type;view;name;format;height;width;height_to_width;ncol
Airbus;A319;Ext_Int;Lufthansa_Airbus_A319-100_NEK_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Ext_Int;Lufthansa_Airbus_A319-100_NEK_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Ext_Int;SAS_Airlines_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Ext_Int;SAS_Airlines_Airbus_A319_1.jpg;jpg;720;720;1.0;3
Airbus;A319;Ext_Int;Volaris_Airlines_Airbus_A319_0.jpg;jpg;540;960;0.5625;3
Airbus;A319;Int;Air_Canada_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Air_Canada_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Air_Canada_Airbus_A319_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Air_Canada_Airbus_A319_3.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;Air_Canada_Airbus_A319_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Air_India_Airbus_A319_V1_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Air_India_Airbus_A319_V1_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Air_India_Airbus_A319_V1_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Air_India_Airbus_A319_V1_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;American_Airlines_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;American_Airlines_Airbus_A319_1.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;American_Airlines_Airbus_A319_2.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;American_Airlines_Airbus_A319_3.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;American_Airlines_Airbus_A319_4.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;Austrian_Airlines_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Austrian_Airlines_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Avianca_Airbus_A319-100_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Avianca_Airbus_A319-100_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Avianca_Airbus_A319-100_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Bangkok_Airways_Airbus_A319_0.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;Bangkok_Airways_Airbus_A319_1.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;British_Airways_Airbus_A319_C_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;British_Airways_Airbus_A319_D_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;British_Airways_Airbus_A319_D_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;British_Airways_Airbus_A319_D_3.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;British_Airways_Airbus_A319_D_4.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;Brussels_Airlines_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Brussels_Airlines_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Brussels_Airlines_Airbus_A319_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Brussels_Airlines_Airbus_A319_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Brussels_Airlines_Airbus_A319_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Czech_Airlines_Airbus_A319-100_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Czech_Airlines_Airbus_A319-100_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Delta_Airlines_Airbus_A319_31J_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Delta_Airlines_Airbus_A319_31J_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;easyJet_Airlines_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Finnair_Airbus_A319_1.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Frontier_Airlines_Airbus_A319_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Frontier_Airlines_Airbus_A319_V2_1.jpg;jpg;720;541;1.3308687615526802;3
Airbus;A319;Int;Frontier_Airlines_Airbus_A319_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Frontier_Airlines_Airbus_A319_V2_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Frontier_Airlines_Airbus_A319_V2_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Germanwings_Airbus_A319_0.jpg;jpg;720;337;2.136498516320475;3
Airbus;A319;Int;Germanwings_Airbus_A319_B_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Iberia_Airbus_A319_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_V2_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Iberia_Airbus_A319_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Iberia_Airbus_A319_V2_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_V2_3.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Iberia_Airbus_A319_V2_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;LAN_Airlines_Airbus_A319_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;LAN_Airlines_Airbus_A319_V2_3.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;LAN_Airlines_Airbus_A319_V2_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Lufthansa_Airbus_A319-100_NEK_1.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Lufthansa_Airbus_A319-100_NEK_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Qatar_Airways_Airbus_A319_0.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;Qatar_Airways_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Qatar_Airways_Airbus_A319_2.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Qatar_Airways_Airbus_A319_3.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Qatar_Airways_Airbus_A319_4.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Royal_Jordanian_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Royal_Jordanian_Airbus_A319_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;SAS_Airlines_Airbus_A319_2.jpg;jpg;720;718;1.0027855153203342;3
Airbus;A319;Int;Spirit_Airlines_Airbus_A319_B_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Spirit_Airlines_Airbus_A319_B_1.jpg;jpg;540;960;0.5625;3
Airbus;A319;Int;Spirit_Airlines_Airbus_A319_B_2.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A319;Int;Spirit_Airlines_Airbus_A319_B_3.jpg;jpg;540;960;0.5625;3
Airbus;A319;Int;TACA_Airlines_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;TAM_Airlines_Airbus_A319_0.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;TAM_Airlines_Airbus_A319_1.jpg;jpg;540;960;0.5625;3
Airbus;A319;Int;TAM_Airlines_Airbus_A319_2.jpg;jpg;720;720;1.0;3
Airbus;A319;Int;TAP_Portugal_Airbus_A319_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;Turkish_Airlines_Airbus_A319_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;Turkish_Airlines_Airbus_A319_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;United_Airlines_Airbus_A319_V1_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Int;United_Airlines_Airbus_A319_V1_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;United_Airlines_Airbus_A319_V1_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;United_Airlines_Airbus_A319_V1_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Int;United_Airlines_Airbus_A319_V1_4.jpg;jpg;720;720;1.0;3
Airbus;A319;Meal;Air_France_Airbus_A319_Europe_0.jpg;jpg;720;960;0.75;3
Airbus;A319;Meal;Avianca_Airbus_A319-100_1.jpg;jpg;720;960;0.75;3
Airbus;A319;Meal;Iberia_Airbus_A319_3.jpg;jpg;720;960;0.75;3
Airbus;A319;Others;Air_India_Airbus_A319_V1_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Others;Avianca_Airbus_A319-100_4.jpg;jpg;720;848;0.8490566037735849;3
Airbus;A319;Others;British_Airways_Airbus_A319_D_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Others;LAN_Airlines_Airbus_A319_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A319;Others;Spirit_Airlines_Airbus_A319_B_4.jpg;jpg;540;960;0.5625;3
Airbus;A320;Ext;Aer_Lingus_Airbus_A320_1.jpg;jpg;647;960;0.6739583333333333;3
Airbus;A320;Ext;Aer_Lingus_Airbus_A320_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Air_Asia_Airbus_320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext;Air_Canada_Airbus_A320_B_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext;Air_New_Zealand_Airbus_A320D_1.jpg;jpg;716;960;0.7458333333333333;3
Airbus;A320;Ext;Air_New_Zealand_Airbus_A320_0.jpg;jpg;720;786;0.916030534351145;3
Airbus;A320;Ext;Bangkok_Airways_Airbus_A320_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext;Brussels_Airlines_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Brussels_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Brussels_Airlines_Airbus_A320_V2_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;EasyJet_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext;EasyJet_Airlines_Airbus_A320_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext;Finnair_Airbus_A320_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Germanwings_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Gulf_Air_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Iberia_Airbus_A320_Express_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext;IndiGo_Airbus_A320_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext;Interjet_Airbus_A320_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;LAN_Airlines_Airbus_A320_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Lufthansa_Airbus_A320neo_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;SAS_Airlines_Airbus_A320_1.jpg;jpg;639;960;0.665625;3
Airbus;A320;Ext;TAM_Airlines_Airbus_A320_B_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;TAP_Portugal_Airbus_A320_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Turkish_Airlines_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Turkish_Airlines_Airbus_A320_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext;Wizz_Air_Airbus_A320_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Aegean_Airlines_Airbus_A320-200_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Aeroflot_Russian_Airlines_Airbus_A320_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Aeroflot_Russian_Airlines_Airbus_A320_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Aeroflot_Russian_Airlines_Airbus_A320_V2_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Aeroflot_Russian_Airlines_Airbus_A320_V2_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Aer_Lingus_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Air_Asia_Airbus_320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Air_Asia_Airbus_320_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Air_Asia_Airbus_320_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Air_France_Airbus_A320_Africa_Middle_East_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Alitalia_Airlines_Airbus_A320_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Alitalia_Airlines_Airbus_A320_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Alitalia_Airlines_Airbus_A320_B_new_1.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Ext_Int;Austrian_Airlines_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;Austrian_Airlines_Airbus_A320_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;EasyJet_Airlines_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Etihad_Airways_Airbus_A320_2.jpg;jpg;720;612;1.1764705882352942;3
Airbus;A320;Ext_Int;Etihad_Airways_Airbus_A320_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Finnair_Airbus_A320_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Finnair_Airbus_A320_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;Frontier_Airlines_Airbus_A320_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Iberia_Airbus_A320_Express_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Iberia_Airbus_A320_Express_3.jpg;jpg;717;960;0.746875;3
Airbus;A320;Ext_Int;JetBlue_Airways_Airbus_A320_3.jpg;jpg;720;538;1.338289962825279;3
Airbus;A320;Ext_Int;JetBlue_Airways_Airbus_A320_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Jetstar_Airbus_A320_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Jetstar_Airbus_A320_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Jetstar_Airbus_A320_4.jpg;jpg;720;960;0.75;3
Airbus;A320;Ext_Int;SAS_Airlines_Airbus_A320_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;SAS_Airlines_Airbus_A320_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;SAS_Airlines_Airbus_A320_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Ext_Int;Spirit_Airlines_Airbus_A320_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Ext_Int;TAM_Airlines_Airbus_A320_B_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A320;Ext_Int;TAP_Portugal_Airbus_A320_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Aegean_Airlines_Airbus_A320-200_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Aegean_Airlines_Airbus_A320-200_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Aegean_Airlines_Airbus_A320-200_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Aeroflot_Russian_Airlines_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Aeroflot_Russian_Airlines_Airbus_A320_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Aeroflot_Russian_Airlines_Airbus_A320_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Air_Asia_Airbus_320_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Air_Canada_Airbus_A320_B_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Air_Canada_Airbus_A320_B_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Air_Canada_Airbus_A320_B_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_Canada_Airbus_A320_B_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_France_Airbus_A320_Metropole_V1_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_France_Airbus_A320_Metropole_V1_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_France_Airbus_A320_Metropole_V1_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_France_Airbus_A320_Metropole_V1_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320D_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320D_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320_1.jpg;jpg;541;960;0.5635416666666667;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320_2.jpg;jpg;541;960;0.5635416666666667;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320_3.jpg;jpg;720;406;1.7733990147783252;3
Airbus;A320;Int;Air_New_Zealand_Airbus_A320_4.jpg;jpg;720;406;1.7733990147783252;3
Airbus;A320;Int;Alitalia_Airlines_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Alitalia_Airlines_Airbus_A320_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Alitalia_Airlines_Airbus_A320_B_new_2.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Int;Allegiant_Air_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Allegiant_Air_Airbus_A320_1.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A320;Int;American_Airlines_Airbus_A320_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;American_Airlines_Airbus_A320_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;American_Airlines_Airbus_A320_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;American_Airlines_Airbus_A320_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;American_Airlines_Airbus_A320_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;AtlasGlobal_Airbus_A320-200_0.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Int;AtlasGlobal_Airbus_A320-200_1.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Int;AtlasGlobal_Airbus_A320-200_2.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Int;AtlasGlobal_Airbus_A320-200_3.jpg;jpg;637;960;0.6635416666666667;3
Airbus;A320;Int;Austrian_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Austrian_Airlines_Airbus_A320_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Avianca_Airbus_A320-200_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Bangkok_Airways_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Bangkok_Airways_Airbus_A320_1.jpg;jpg;539;960;0.5614583333333333;3
Airbus;A320;Int;Bangkok_Airways_Airbus_A320_4.jpg;jpg;720;722;0.997229916897507;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_C_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_C_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_D_0.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_D_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_D_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_D_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;British_Airways_Airbus_A320-200_D_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Brussels_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Brussels_Airlines_Airbus_A320_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;China_Eastern_Airbus_A320_0.jpg;jpg;720;534;1.348314606741573;3
Airbus;A320;Int;China_Eastern_Airbus_A320_1.jpg;jpg;720;534;1.348314606741573;3
Airbus;A320;Int;China_Southern_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;China_Southern_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;China_Southern_Airbus_A320_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;China_Southern_Airbus_A320_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;China_Southern_Airbus_A320_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_B_new_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Delta_Airlines_Airbus_A320_B_new_1.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;EasyJet_Airlines_Airbus_A320_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;EasyJet_Airlines_Airbus_A320_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Etihad_Airways_Airbus_A320_0.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Etihad_Airways_Airbus_A320_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Etihad_Airways_Airbus_A320_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Eurowings_Airbus_A320-200_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A320;Int;Finnair_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Finnair_Airbus_A320_3.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Frontier_Airlines_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Frontier_Airlines_Airbus_A320_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Frontier_Airlines_Airbus_A320_2.jpg;jpg;720;960;0.75;3
Airbus;A320;Int;Frontier_Airlines_Airbus_A320_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Germanwings_Airbus_A320_1.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Germanwings_Airbus_A320_2.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Germanwings_Airbus_A320_3.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Iberia_Airbus_A320_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A320;Int;Iberia_Airbus_A320_1.jpg;jpg;717;960;0.746875;3
Airbus;A320;Int;Iberia_Airbus_A320_2.jpg;jpg;717;960;0.746875;3
Airbus;A320;Int;Iberia_Airbus_A320_3.jpg;jpg;720;538;1.338289962825279;3
Airbus;A320;Int;Iberia_Airbus_A320_4.jpg;jpg;720;720;1.0;3
Airbus;A320;Int;Iberia_Airbus_A320_Express_0.jpg;jpg;717;960;0.746875;3
